id,hour,likes,likes_total
ByteDance/SDXL-Lightning,14,0,2059
ByteDance/SDXL-Lightning,15,0,2059
ByteDance/SDXL-Lightning,16,0,2059
ByteDance/SDXL-Lightning,17,0,2059
ByteDance/SDXL-Lightning,18,1,2060
ByteDance/SDXL-Lightning,19,0,2060
ByteDance/SDXL-Lightning,20,0,2060
ByteDance/SDXL-Lightning,21,0,2060
ByteDance/SDXL-Lightning,22,0,2060
ByteDance/SDXL-Lightning,23,0,2060
ByteDance/SDXL-Lightning,24,0,2060
ByteDance/SDXL-Lightning,25,0,2060
ByteDance/SDXL-Lightning,26,0,2060
ByteDance/SDXL-Lightning,27,0,2060
ByteDance/SDXL-Lightning,28,0,2060
ByteDance/SDXL-Lightning,29,0,2060
ByteDance/SDXL-Lightning,30,0,2060
ByteDance/SDXL-Lightning,31,0,2060
ByteDance/SDXL-Lightning,32,0,2060
ByteDance/SDXL-Lightning,33,0,2060
ByteDance/SDXL-Lightning,34,0,2060
ByteDance/SDXL-Lightning,35,0,2060
ByteDance/SDXL-Lightning,36,0,2060
ByteDance/SDXL-Lightning,37,0,2060
ByteDance/SDXL-Lightning,38,0,2060
ByteDance/SDXL-Lightning,39,0,2060
ByteDance/SDXL-Lightning,40,0,2060
ByteDance/SDXL-Lightning,41,1,2061
ByteDance/SDXL-Lightning,42,0,2061
ByteDance/SDXL-Lightning,43,0,2061
ByteDance/SDXL-Lightning,44,0,2061
ByteDance/SDXL-Lightning,45,1,2062
ByteDance/SDXL-Lightning,46,0,2062
ByteDance/SDXL-Lightning,47,0,2062
ByteDance/SDXL-Lightning,48,0,2062
CohereLabs/c4ai-command-r-plus,0,0,1749
CohereLabs/c4ai-command-r-plus,1,0,1749
CohereLabs/c4ai-command-r-plus,2,0,1749
CohereLabs/c4ai-command-r-plus,3,0,1749
CohereLabs/c4ai-command-r-plus,4,0,1749
CohereLabs/c4ai-command-r-plus,5,0,1749
CohereLabs/c4ai-command-r-plus,6,0,1749
CohereLabs/c4ai-command-r-plus,7,0,1749
CohereLabs/c4ai-command-r-plus,8,0,1749
CohereLabs/c4ai-command-r-plus,9,0,1749
CohereLabs/c4ai-command-r-plus,10,0,1749
CohereLabs/c4ai-command-r-plus,11,0,1749
CohereLabs/c4ai-command-r-plus,12,0,1749
CohereLabs/c4ai-command-r-plus,13,0,1749
CohereLabs/c4ai-command-r-plus,14,0,1749
CohereLabs/c4ai-command-r-plus,15,0,1749
CohereLabs/c4ai-command-r-plus,16,0,1749
CohereLabs/c4ai-command-r-plus,17,0,1749
CohereLabs/c4ai-command-r-plus,18,0,1749
CohereLabs/c4ai-command-r-plus,19,0,1749
CohereLabs/c4ai-command-r-plus,20,0,1749
CohereLabs/c4ai-command-r-plus,21,0,1749
CohereLabs/c4ai-command-r-plus,22,0,1749
CohereLabs/c4ai-command-r-plus,23,0,1749
CohereLabs/c4ai-command-r-plus,24,0,1749
CohereLabs/c4ai-command-r-plus,25,0,1749
CohereLabs/c4ai-command-r-plus,26,0,1749
CohereLabs/c4ai-command-r-plus,27,0,1749
CohereLabs/c4ai-command-r-plus,28,0,1749
CohereLabs/c4ai-command-r-plus,29,0,1749
CohereLabs/c4ai-command-r-plus,30,0,1749
CohereLabs/c4ai-command-r-plus,31,0,1749
CohereLabs/c4ai-command-r-plus,32,0,1749
CohereLabs/c4ai-command-r-plus,33,0,1749
CohereLabs/c4ai-command-r-plus,34,0,1749
CohereLabs/c4ai-command-r-plus,35,0,1749
CohereLabs/c4ai-command-r-plus,36,0,1749
CohereLabs/c4ai-command-r-plus,37,0,1749
CohereLabs/c4ai-command-r-plus,38,0,1749
CohereLabs/c4ai-command-r-plus,39,0,1749
CohereLabs/c4ai-command-r-plus,40,0,1749
CohereLabs/c4ai-command-r-plus,41,0,1749
CohereLabs/c4ai-command-r-plus,42,0,1749
CohereLabs/c4ai-command-r-plus,43,0,1749
CohereLabs/c4ai-command-r-plus,44,0,1749
CohereLabs/c4ai-command-r-plus,45,0,1749
CohereLabs/c4ai-command-r-plus,46,0,1749
CohereLabs/c4ai-command-r-plus,47,0,1749
CohereLabs/c4ai-command-r-plus,48,0,1749
CompVis/stable-diffusion-v-1-4-original,0,0,2808
CompVis/stable-diffusion-v-1-4-original,1,0,2808
CompVis/stable-diffusion-v-1-4-original,2,0,2808
CompVis/stable-diffusion-v-1-4-original,3,0,2808
CompVis/stable-diffusion-v-1-4-original,4,0,2808
CompVis/stable-diffusion-v-1-4-original,5,0,2808
CompVis/stable-diffusion-v-1-4-original,6,0,2808
CompVis/stable-diffusion-v-1-4-original,7,0,2808
CompVis/stable-diffusion-v-1-4-original,8,0,2808
CompVis/stable-diffusion-v-1-4-original,9,0,2808
CompVis/stable-diffusion-v-1-4-original,10,0,2808
CompVis/stable-diffusion-v-1-4-original,11,0,2808
CompVis/stable-diffusion-v-1-4-original,12,0,2808
CompVis/stable-diffusion-v-1-4-original,13,0,2808
CompVis/stable-diffusion-v-1-4-original,14,0,2808
CompVis/stable-diffusion-v-1-4-original,15,0,2808
CompVis/stable-diffusion-v-1-4-original,16,0,2808
CompVis/stable-diffusion-v-1-4-original,17,0,2808
CompVis/stable-diffusion-v-1-4-original,18,0,2808
CompVis/stable-diffusion-v-1-4-original,19,0,2808
CompVis/stable-diffusion-v-1-4-original,20,0,2808
CompVis/stable-diffusion-v-1-4-original,21,0,2808
CompVis/stable-diffusion-v-1-4-original,22,0,2808
CompVis/stable-diffusion-v-1-4-original,23,0,2808
CompVis/stable-diffusion-v-1-4-original,24,0,2808
CompVis/stable-diffusion-v-1-4-original,25,0,2808
CompVis/stable-diffusion-v-1-4-original,26,0,2808
CompVis/stable-diffusion-v-1-4-original,27,0,2808
CompVis/stable-diffusion-v-1-4-original,28,0,2808
CompVis/stable-diffusion-v-1-4-original,29,0,2808
CompVis/stable-diffusion-v-1-4-original,30,0,2808
CompVis/stable-diffusion-v-1-4-original,31,0,2808
CompVis/stable-diffusion-v-1-4-original,32,0,2808
CompVis/stable-diffusion-v-1-4-original,33,0,2808
CompVis/stable-diffusion-v-1-4-original,34,0,2808
CompVis/stable-diffusion-v-1-4-original,35,0,2808
CompVis/stable-diffusion-v-1-4-original,36,0,2808
CompVis/stable-diffusion-v-1-4-original,37,0,2808
CompVis/stable-diffusion-v-1-4-original,38,0,2808
CompVis/stable-diffusion-v-1-4-original,39,0,2808
CompVis/stable-diffusion-v-1-4-original,40,0,2808
CompVis/stable-diffusion-v-1-4-original,41,0,2808
CompVis/stable-diffusion-v-1-4-original,42,0,2808
CompVis/stable-diffusion-v-1-4-original,43,0,2808
CompVis/stable-diffusion-v-1-4-original,44,0,2808
CompVis/stable-diffusion-v-1-4-original,45,0,2808
CompVis/stable-diffusion-v-1-4-original,46,0,2808
CompVis/stable-diffusion-v-1-4-original,47,0,2808
CompVis/stable-diffusion-v-1-4-original,48,0,2808
CompVis/stable-diffusion-v1-4,0,0,6883
CompVis/stable-diffusion-v1-4,1,0,6883
CompVis/stable-diffusion-v1-4,2,0,6883
CompVis/stable-diffusion-v1-4,3,0,6883
CompVis/stable-diffusion-v1-4,4,1,6884
CompVis/stable-diffusion-v1-4,5,0,6884
CompVis/stable-diffusion-v1-4,6,0,6884
CompVis/stable-diffusion-v1-4,7,0,6884
CompVis/stable-diffusion-v1-4,8,0,6884
CompVis/stable-diffusion-v1-4,9,0,6884
CompVis/stable-diffusion-v1-4,10,0,6884
CompVis/stable-diffusion-v1-4,11,0,6884
CompVis/stable-diffusion-v1-4,12,0,6884
CompVis/stable-diffusion-v1-4,13,0,6884
CompVis/stable-diffusion-v1-4,14,0,6884
CompVis/stable-diffusion-v1-4,15,0,6884
CompVis/stable-diffusion-v1-4,16,0,6884
CompVis/stable-diffusion-v1-4,17,0,6884
CompVis/stable-diffusion-v1-4,18,0,6884
CompVis/stable-diffusion-v1-4,19,0,6884
CompVis/stable-diffusion-v1-4,20,0,6884
CompVis/stable-diffusion-v1-4,21,0,6884
CompVis/stable-diffusion-v1-4,22,0,6884
CompVis/stable-diffusion-v1-4,23,0,6884
CompVis/stable-diffusion-v1-4,24,0,6884
CompVis/stable-diffusion-v1-4,25,0,6884
CompVis/stable-diffusion-v1-4,26,0,6884
CompVis/stable-diffusion-v1-4,27,0,6884
CompVis/stable-diffusion-v1-4,28,1,6885
CompVis/stable-diffusion-v1-4,29,0,6885
CompVis/stable-diffusion-v1-4,30,0,6885
CompVis/stable-diffusion-v1-4,31,0,6885
CompVis/stable-diffusion-v1-4,32,0,6885
CompVis/stable-diffusion-v1-4,33,0,6885
CompVis/stable-diffusion-v1-4,34,0,6885
CompVis/stable-diffusion-v1-4,35,0,6885
CompVis/stable-diffusion-v1-4,36,0,6885
CompVis/stable-diffusion-v1-4,37,0,6885
CompVis/stable-diffusion-v1-4,38,0,6885
CompVis/stable-diffusion-v1-4,39,0,6885
CompVis/stable-diffusion-v1-4,40,0,6885
CompVis/stable-diffusion-v1-4,41,0,6885
CompVis/stable-diffusion-v1-4,42,0,6885
CompVis/stable-diffusion-v1-4,43,1,6886
CompVis/stable-diffusion-v1-4,44,0,6886
CompVis/stable-diffusion-v1-4,45,0,6886
CompVis/stable-diffusion-v1-4,46,0,6886
CompVis/stable-diffusion-v1-4,47,0,6886
CompVis/stable-diffusion-v1-4,48,0,6886
EleutherAI/gpt-j-6b,0,0,1506
EleutherAI/gpt-j-6b,1,0,1506
EleutherAI/gpt-j-6b,2,0,1506
EleutherAI/gpt-j-6b,3,0,1506
EleutherAI/gpt-j-6b,4,0,1506
EleutherAI/gpt-j-6b,5,0,1506
EleutherAI/gpt-j-6b,6,0,1506
EleutherAI/gpt-j-6b,7,0,1506
EleutherAI/gpt-j-6b,8,0,1506
EleutherAI/gpt-j-6b,9,0,1506
EleutherAI/gpt-j-6b,10,0,1506
EleutherAI/gpt-j-6b,11,0,1506
EleutherAI/gpt-j-6b,12,0,1506
EleutherAI/gpt-j-6b,13,0,1506
EleutherAI/gpt-j-6b,14,0,1506
EleutherAI/gpt-j-6b,15,0,1506
EleutherAI/gpt-j-6b,16,0,1506
EleutherAI/gpt-j-6b,17,0,1506
EleutherAI/gpt-j-6b,18,0,1506
EleutherAI/gpt-j-6b,19,0,1506
EleutherAI/gpt-j-6b,20,0,1506
EleutherAI/gpt-j-6b,21,0,1506
EleutherAI/gpt-j-6b,22,0,1506
EleutherAI/gpt-j-6b,23,0,1506
EleutherAI/gpt-j-6b,24,0,1506
EleutherAI/gpt-j-6b,25,0,1506
EleutherAI/gpt-j-6b,26,0,1506
EleutherAI/gpt-j-6b,27,0,1506
EleutherAI/gpt-j-6b,28,0,1506
EleutherAI/gpt-j-6b,29,0,1506
EleutherAI/gpt-j-6b,30,0,1506
EleutherAI/gpt-j-6b,31,0,1506
EleutherAI/gpt-j-6b,32,0,1506
EleutherAI/gpt-j-6b,33,0,1506
EleutherAI/gpt-j-6b,34,0,1506
EleutherAI/gpt-j-6b,35,0,1506
EleutherAI/gpt-j-6b,36,0,1506
EleutherAI/gpt-j-6b,37,0,1506
EleutherAI/gpt-j-6b,38,0,1506
EleutherAI/gpt-j-6b,39,0,1506
EleutherAI/gpt-j-6b,40,0,1506
EleutherAI/gpt-j-6b,41,0,1506
EleutherAI/gpt-j-6b,42,0,1506
EleutherAI/gpt-j-6b,43,0,1506
EleutherAI/gpt-j-6b,44,0,1506
EleutherAI/gpt-j-6b,45,0,1506
EleutherAI/gpt-j-6b,46,0,1506
EleutherAI/gpt-j-6b,47,0,1506
EleutherAI/gpt-j-6b,48,0,1506
HuggingFaceH4/zephyr-7b-beta,0,0,1754
HuggingFaceH4/zephyr-7b-beta,1,0,1754
HuggingFaceH4/zephyr-7b-beta,2,0,1754
HuggingFaceH4/zephyr-7b-beta,3,0,1754
HuggingFaceH4/zephyr-7b-beta,4,0,1754
HuggingFaceH4/zephyr-7b-beta,5,0,1754
HuggingFaceH4/zephyr-7b-beta,6,0,1754
HuggingFaceH4/zephyr-7b-beta,7,0,1754
HuggingFaceH4/zephyr-7b-beta,8,0,1754
HuggingFaceH4/zephyr-7b-beta,9,0,1754
HuggingFaceH4/zephyr-7b-beta,10,0,1754
HuggingFaceH4/zephyr-7b-beta,11,0,1754
HuggingFaceH4/zephyr-7b-beta,12,0,1754
HuggingFaceH4/zephyr-7b-beta,13,0,1754
HuggingFaceH4/zephyr-7b-beta,14,0,1754
HuggingFaceH4/zephyr-7b-beta,15,0,1754
HuggingFaceH4/zephyr-7b-beta,16,0,1754
HuggingFaceH4/zephyr-7b-beta,17,0,1754
HuggingFaceH4/zephyr-7b-beta,18,0,1754
HuggingFaceH4/zephyr-7b-beta,19,0,1754
HuggingFaceH4/zephyr-7b-beta,20,0,1754
HuggingFaceH4/zephyr-7b-beta,21,0,1754
HuggingFaceH4/zephyr-7b-beta,22,0,1754
HuggingFaceH4/zephyr-7b-beta,23,0,1754
HuggingFaceH4/zephyr-7b-beta,24,0,1754
HuggingFaceH4/zephyr-7b-beta,25,0,1754
HuggingFaceH4/zephyr-7b-beta,26,0,1754
HuggingFaceH4/zephyr-7b-beta,27,0,1754
HuggingFaceH4/zephyr-7b-beta,28,0,1754
HuggingFaceH4/zephyr-7b-beta,29,0,1754
HuggingFaceH4/zephyr-7b-beta,30,0,1754
HuggingFaceH4/zephyr-7b-beta,31,0,1754
HuggingFaceH4/zephyr-7b-beta,32,0,1754
HuggingFaceH4/zephyr-7b-beta,33,0,1754
HuggingFaceH4/zephyr-7b-beta,34,0,1754
HuggingFaceH4/zephyr-7b-beta,35,0,1754
HuggingFaceH4/zephyr-7b-beta,36,0,1754
HuggingFaceH4/zephyr-7b-beta,37,0,1754
HuggingFaceH4/zephyr-7b-beta,38,0,1754
HuggingFaceH4/zephyr-7b-beta,39,0,1754
HuggingFaceH4/zephyr-7b-beta,40,0,1754
HuggingFaceH4/zephyr-7b-beta,41,0,1754
HuggingFaceH4/zephyr-7b-beta,42,0,1754
HuggingFaceH4/zephyr-7b-beta,43,0,1754
HuggingFaceH4/zephyr-7b-beta,44,0,1754
HuggingFaceH4/zephyr-7b-beta,45,0,1754
HuggingFaceH4/zephyr-7b-beta,46,0,1754
HuggingFaceH4/zephyr-7b-beta,47,0,1754
HuggingFaceH4/zephyr-7b-beta,48,0,1754
Lightricks/LTX-Video,0,0,1844
Lightricks/LTX-Video,1,0,1844
Lightricks/LTX-Video,2,0,1844
Lightricks/LTX-Video,3,0,1844
Lightricks/LTX-Video,4,0,1844
Lightricks/LTX-Video,5,0,1844
Lightricks/LTX-Video,6,0,1844
Lightricks/LTX-Video,7,0,1844
Lightricks/LTX-Video,8,0,1844
Lightricks/LTX-Video,9,0,1844
Lightricks/LTX-Video,10,0,1844
Lightricks/LTX-Video,11,0,1844
Lightricks/LTX-Video,12,0,1844
Lightricks/LTX-Video,13,0,1844
Lightricks/LTX-Video,14,0,1844
Lightricks/LTX-Video,15,0,1844
Lightricks/LTX-Video,16,0,1844
Lightricks/LTX-Video,17,0,1844
Lightricks/LTX-Video,18,0,1844
Lightricks/LTX-Video,19,0,1844
Lightricks/LTX-Video,20,0,1844
Lightricks/LTX-Video,21,0,1844
Lightricks/LTX-Video,22,0,1844
Lightricks/LTX-Video,23,0,1844
Lightricks/LTX-Video,24,0,1844
Lightricks/LTX-Video,25,0,1844
Lightricks/LTX-Video,26,0,1844
Lightricks/LTX-Video,27,1,1845
Lightricks/LTX-Video,28,0,1845
Lightricks/LTX-Video,29,0,1845
Lightricks/LTX-Video,30,0,1845
Lightricks/LTX-Video,31,0,1845
Lightricks/LTX-Video,32,0,1845
Lightricks/LTX-Video,33,0,1845
Lightricks/LTX-Video,34,0,1845
Lightricks/LTX-Video,35,0,1845
Lightricks/LTX-Video,36,0,1845
Lightricks/LTX-Video,37,0,1845
Lightricks/LTX-Video,38,0,1845
Lightricks/LTX-Video,39,1,1846
Lightricks/LTX-Video,40,0,1846
Lightricks/LTX-Video,41,0,1846
Lightricks/LTX-Video,42,0,1846
Lightricks/LTX-Video,43,0,1846
Lightricks/LTX-Video,44,0,1846
Lightricks/LTX-Video,45,0,1846
Lightricks/LTX-Video,46,0,1846
Lightricks/LTX-Video,47,0,1846
Lightricks/LTX-Video,48,0,1846
Qwen/QwQ-32B,0,0,2815
Qwen/QwQ-32B,1,0,2815
Qwen/QwQ-32B,2,0,2815
Qwen/QwQ-32B,3,0,2815
Qwen/QwQ-32B,4,0,2815
Qwen/QwQ-32B,5,0,2815
Qwen/QwQ-32B,6,0,2815
Qwen/QwQ-32B,7,0,2815
Qwen/QwQ-32B,8,0,2815
Qwen/QwQ-32B,9,0,2815
Qwen/QwQ-32B,10,0,2815
Qwen/QwQ-32B,11,0,2815
Qwen/QwQ-32B,12,0,2815
Qwen/QwQ-32B,13,0,2815
Qwen/QwQ-32B,14,0,2815
Qwen/QwQ-32B,15,1,2816
Qwen/QwQ-32B,16,0,2816
Qwen/QwQ-32B,17,0,2816
Qwen/QwQ-32B,18,0,2816
Qwen/QwQ-32B,19,0,2816
Qwen/QwQ-32B,20,0,2816
Qwen/QwQ-32B,21,0,2816
Qwen/QwQ-32B,22,0,2816
Qwen/QwQ-32B,23,0,2816
Qwen/QwQ-32B,24,0,2816
Qwen/QwQ-32B,25,0,2816
Qwen/QwQ-32B,26,0,2816
Qwen/QwQ-32B,27,0,2816
Qwen/QwQ-32B,28,0,2816
Qwen/QwQ-32B,29,0,2816
Qwen/QwQ-32B,30,0,2816
Qwen/QwQ-32B,31,0,2816
Qwen/QwQ-32B,32,0,2816
Qwen/QwQ-32B,33,0,2816
Qwen/QwQ-32B,34,0,2816
Qwen/QwQ-32B,35,0,2816
Qwen/QwQ-32B,36,0,2816
Qwen/QwQ-32B,37,0,2816
Qwen/QwQ-32B,38,0,2816
Qwen/QwQ-32B,39,0,2816
Qwen/QwQ-32B,40,0,2816
Qwen/QwQ-32B,41,0,2816
Qwen/QwQ-32B,42,0,2816
Qwen/QwQ-32B,43,0,2816
Qwen/QwQ-32B,44,0,2816
Qwen/QwQ-32B,45,0,2816
Qwen/QwQ-32B,46,0,2816
Qwen/QwQ-32B,47,0,2816
Qwen/QwQ-32B,48,0,2816
Qwen/QwQ-32B-Preview,0,0,1737
Qwen/QwQ-32B-Preview,1,0,1737
Qwen/QwQ-32B-Preview,2,0,1737
Qwen/QwQ-32B-Preview,3,0,1737
Qwen/QwQ-32B-Preview,4,0,1737
Qwen/QwQ-32B-Preview,5,0,1737
Qwen/QwQ-32B-Preview,6,0,1737
Qwen/QwQ-32B-Preview,7,0,1737
Qwen/QwQ-32B-Preview,8,0,1737
Qwen/QwQ-32B-Preview,9,0,1737
Qwen/QwQ-32B-Preview,10,0,1737
Qwen/QwQ-32B-Preview,11,0,1737
Qwen/QwQ-32B-Preview,12,0,1737
Qwen/QwQ-32B-Preview,13,0,1737
Qwen/QwQ-32B-Preview,14,0,1737
Qwen/QwQ-32B-Preview,15,0,1737
Qwen/QwQ-32B-Preview,16,0,1737
Qwen/QwQ-32B-Preview,17,0,1737
Qwen/QwQ-32B-Preview,18,0,1737
Qwen/QwQ-32B-Preview,19,0,1737
Qwen/QwQ-32B-Preview,20,0,1737
Qwen/QwQ-32B-Preview,21,0,1737
Qwen/QwQ-32B-Preview,22,0,1737
Qwen/QwQ-32B-Preview,23,0,1737
Qwen/QwQ-32B-Preview,24,0,1737
Qwen/QwQ-32B-Preview,25,0,1737
Qwen/QwQ-32B-Preview,26,0,1737
Qwen/QwQ-32B-Preview,27,0,1737
Qwen/QwQ-32B-Preview,28,0,1737
Qwen/QwQ-32B-Preview,29,0,1737
Qwen/QwQ-32B-Preview,30,0,1737
Qwen/QwQ-32B-Preview,31,0,1737
Qwen/QwQ-32B-Preview,32,0,1737
Qwen/QwQ-32B-Preview,33,0,1737
Qwen/QwQ-32B-Preview,34,0,1737
Qwen/QwQ-32B-Preview,35,0,1737
Qwen/QwQ-32B-Preview,36,0,1737
Qwen/QwQ-32B-Preview,37,0,1737
Qwen/QwQ-32B-Preview,38,0,1737
Qwen/QwQ-32B-Preview,39,0,1737
Qwen/QwQ-32B-Preview,40,0,1737
Qwen/QwQ-32B-Preview,41,0,1737
Qwen/QwQ-32B-Preview,42,0,1737
Qwen/QwQ-32B-Preview,43,0,1737
Qwen/QwQ-32B-Preview,44,0,1737
Qwen/QwQ-32B-Preview,45,0,1737
Qwen/QwQ-32B-Preview,46,0,1737
Qwen/QwQ-32B-Preview,47,0,1737
Qwen/QwQ-32B-Preview,48,0,1737
Qwen/Qwen2.5-Coder-32B-Instruct,0,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,1,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,2,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,3,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,4,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,5,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,6,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,7,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,8,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,9,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,10,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,11,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,12,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,13,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,14,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,15,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,16,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,17,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,18,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,19,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,20,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,21,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,22,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,23,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,24,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,25,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,26,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,27,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,28,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,29,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,30,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,31,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,32,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,33,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,34,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,35,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,36,0,1913
Qwen/Qwen2.5-Coder-32B-Instruct,37,1,1914
Qwen/Qwen2.5-Coder-32B-Instruct,38,0,1914
Qwen/Qwen2.5-Coder-32B-Instruct,39,0,1914
Qwen/Qwen2.5-Coder-32B-Instruct,40,0,1914
Qwen/Qwen2.5-Coder-32B-Instruct,41,0,1914
Qwen/Qwen2.5-Coder-32B-Instruct,42,0,1914
Qwen/Qwen2.5-Coder-32B-Instruct,43,0,1914
Qwen/Qwen2.5-Coder-32B-Instruct,44,0,1914
Qwen/Qwen2.5-Coder-32B-Instruct,45,0,1914
Qwen/Qwen2.5-Coder-32B-Instruct,46,0,1914
